Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1996.23 | 0.21107 | 0.84489 | 0.02372 | 0.35401 | 0.56509 | 19.8335 | 
 1 -> | 2000.12 | 0.19512 | 0.80488 | 0.12195 | 0.02439 | 2.09756 | 0.49463 | 
 2 -> | 2011.58 | 0.10642 | 0.81506 | 0.04218 | 0.22842 | 0.69695 | 18.5909 | 
 3 -> | 2011.00 | 0.00000 | 0.90909 | 0.00000 | 3.54545 | 58.2727 | 0.13271 | 
 4 -> | 1997.25 | 0.17443 | 0.84843 | 0.01778 | 0.19052 | 0.61050 | 14.2478 | 
 5 -> | 1982.97 | 0.13382 | 0.87264 | 0.01498 | 0.61664 | 3.03668 | 46.7004 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1994.56 | 0.18981 | 0.83775 | 0.03016 | 0.35153 | 0.56786 | 23.2022 | 
 1 -> | 1998.17 | 0.25714 | 0.88571 | 0.02857 | 0.02857 | 0.20000 | 0.42230 | 
 2 -> | 2011.22 | 0.11111 | 0.81898 | 0.03995 | 0.38327 | 0.69164 | 9.66458 | 
 3 -> | 2007.00 | 0.00000 | 1.00000 | 0.11111 | 5.77778 | 42.6667 | 0.10859 | 
 4 -> | 2004.75 | 0.16429 | 0.84048 | 0.03869 | 0.15476 | 0.69286 | 20.2703 | 
 5 -> | 1983.35 | 0.14349 | 0.87135 | 0.01563 | 0.68255 | 3.38646 | 46.3320 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1992.61 | 0.21622 | 0.85642 | 0.03041 | 0.39977 | 0.75338 | 21.4312 | 
 1 -> | 1998.47 | 0.17404 | 0.83186 | 0.03835 | 0.21239 | 0.36578 | 4.09074 | 
 2 -> | 2007.45 | 0.13946 | 0.82993 | 0.04762 | 0.52721 | 0.78231 | 3.54773 | 
 3 -> | 1999.40 | 0.20000 | 0.90000 | 0.00000 | 4.40000 | 37.0000 | 0.12067 | 
 4 -> | 2008.21 | 0.15713 | 0.82202 | 0.04122 | 0.24588 | 0.90834 | 24.8823 | 
 5 -> | 1983.74 | 0.13610 | 0.85891 | 0.02128 | 0.96900 | 4.25723 | 45.9274 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1989.70 | 0.19528 | 0.83615 | 0.03083 | 0.30169 | 0.57981 | 19.9614 | 
 1 -> | 1997.32 | 0.20644 | 0.86742 | 0.02841 | 0.32576 | 0.48295 | 6.37219 | 
 2 -> | 2001.86 | 0.17877 | 0.81564 | 0.03911 | 0.36313 | 0.53073 | 2.16027 | 
 3 -> | 1995.60 | 0.50000 | 0.90000 | 0.00000 | 2.90000 | 23.6000 | 0.12069 | 
 4 -> | 2008.97 | 0.14062 | 0.82266 | 0.04075 | 0.27138 | 0.97447 | 26.9491 | 
 5 -> | 1984.36 | 0.14856 | 0.86312 | 0.02390 | 0.89571 | 4.41635 | 44.4364 | 
