Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2013.54 | 0.14649 | 0.84102 | 0.02710 | 0.73984 | 0.78408 | 13.5591 | 
 1 -> | 2014.80 | 0.02174 | 1.00000 | 0.15217 | 1.78261 | 7.32609 | 0.13203 | 
 2 -> | 2012.87 | 0.19103 | 0.94542 | 0.15205 | 3.21832 | 10.5536 | 1.47245 | 
 3 -> | 2007.74 | 0.10618 | 0.93419 | 0.03454 | 1.35683 | 1.70688 | 12.2991 | 
 4 -> | 2012.57 | 0.11251 | 0.88388 | 0.05609 | 1.12692 | 1.35146 | 35.0517 | 
 5 -> | 1994.85 | 0.12489 | 0.92389 | 0.05819 | 3.40758 | 6.67075 | 37.4856 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2013.57 | 0.13785 | 0.83337 | 0.02856 | 0.74162 | 0.58601 | 12.7641 | 
 1 -> | 2014.08 | 0.14876 | 0.95041 | 0.10744 | 1.27686 | 4.76446 | 0.69460 | 
 2 -> | 2013.85 | 0.24510 | 0.97712 | 0.19935 | 3.34967 | 11.0327 | 0.87830 | 
 3 -> | 2007.89 | 0.11825 | 0.93619 | 0.04443 | 1.32709 | 2.07121 | 13.1803 | 
 4 -> | 2012.56 | 0.11830 | 0.87883 | 0.05364 | 1.10291 | 1.27229 | 34.8909 | 
 5 -> | 1994.75 | 0.12927 | 0.92586 | 0.06299 | 3.44293 | 6.77903 | 37.5918 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2013.60 | 0.14973 | 0.82742 | 0.02528 | 0.72995 | 0.39062 | 11.8083 | 
 1 -> | 2013.62 | 0.14068 | 0.96008 | 0.08935 | 1.00951 | 3.99240 | 1.50976 | 
 2 -> | 2014.14 | 0.04321 | 0.95679 | 0.20370 | 2.96914 | 8.93827 | 0.46498 | 
 3 -> | 2008.05 | 0.11866 | 0.94110 | 0.05113 | 1.43107 | 2.26300 | 13.3037 | 
 4 -> | 2012.51 | 0.12058 | 0.87591 | 0.05445 | 1.12050 | 1.22279 | 35.1579 | 
 5 -> | 1994.77 | 0.13509 | 0.92071 | 0.06682 | 3.42345 | 6.67151 | 37.7555 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2013.57 | 0.15619 | 0.82619 | 0.02445 | 0.73153 | 0.30897 | 10.9156 | 
 1 -> | 2013.55 | 0.14501 | 0.90834 | 0.05882 | 0.80027 | 2.44460 | 2.09816 | 
 2 -> | 2014.25 | 0.10497 | 0.94475 | 0.07182 | 0.92818 | 6.74033 | 0.51952 | 
 3 -> | 2008.21 | 0.12521 | 0.94047 | 0.06314 | 1.54703 | 2.42373 | 13.5476 | 
 4 -> | 2012.54 | 0.11725 | 0.87015 | 0.05793 | 1.10039 | 1.20848 | 35.0804 | 
 5 -> | 1994.81 | 0.14010 | 0.92126 | 0.07055 | 3.42790 | 7.01927 | 37.8387 | 
