Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1989.51 | 0.16637 | 0.80891 | 0.01809 | 0.45587 | 1.27273 | 15.3961 | 
 1 -> | 1987.42 | 0.11039 | 0.76623 | 0.00649 | 0.03247 | 0.09740 | 1.04634 | 
 2 -> | 1995.16 | 0.16582 | 0.82967 | 0.02933 | 0.32600 | 0.49690 | 12.0465 | 
 3 -> | 1982.26 | 0.11438 | 0.85962 | 0.01473 | 0.26343 | 0.64731 | 7.84074 | 
 4 -> | 1980.54 | 0.09529 | 0.86813 | 0.01817 | 0.52842 | 1.45690 | 29.1616 | 
 5 -> | 2006.98 | 0.17051 | 0.83796 | 0.03997 | 0.82497 | 2.52097 | 34.5088 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1989.94 | 0.16521 | 0.82955 | 0.02360 | 0.68400 | 1.74650 | 15.5466 | 
 1 -> | 1989.85 | 0.15224 | 0.77910 | 0.01194 | 0.02388 | 0.08358 | 2.27628 | 
 2 -> | 1995.73 | 0.16814 | 0.81941 | 0.03425 | 0.33108 | 0.60197 | 13.0937 | 
 3 -> | 1984.31 | 0.16802 | 0.87805 | 0.00813 | 0.23306 | 0.44038 | 5.01461 | 
 4 -> | 1980.02 | 0.08227 | 0.87248 | 0.02187 | 0.53237 | 1.79433 | 31.3855 | 
 5 -> | 2007.62 | 0.16653 | 0.83119 | 0.04491 | 0.76341 | 1.99085 | 32.6833 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1990.18 | 0.16659 | 0.81967 | 0.02437 | 0.90873 | 2.57377 | 15.3370 | 
 1 -> | 1990.66 | 0.14391 | 0.79336 | 0.02952 | 0.01845 | 0.12915 | 1.84153 | 
 2 -> | 1995.65 | 0.15045 | 0.82364 | 0.03455 | 0.29136 | 0.53909 | 14.9497 | 
 3 -> | 1985.70 | 0.18577 | 0.82590 | 0.01592 | 0.21444 | 0.40340 | 6.40120 | 
 4 -> | 1979.27 | 0.08918 | 0.88511 | 0.02056 | 0.51676 | 1.99419 | 30.4023 | 
 5 -> | 2008.20 | 0.17738 | 0.83158 | 0.04987 | 0.49541 | 1.53500 | 31.0682 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1989.99 | 0.18059 | 0.80539 | 0.03019 | 1.06415 | 5.41348 | 12.6062 | 
 1 -> | 1991.38 | 0.14386 | 0.82807 | 0.01754 | 0.05263 | 0.18596 | 1.93680 | 
 2 -> | 1995.79 | 0.14953 | 0.81709 | 0.03605 | 0.27503 | 0.48331 | 15.2701 | 
 3 -> | 1987.98 | 0.18206 | 0.80878 | 0.02816 | 0.20629 | 0.30452 | 10.3772 | 
 4 -> | 1978.93 | 0.09315 | 0.88440 | 0.02357 | 0.41594 | 1.09405 | 30.2752 | 
 5 -> | 2008.50 | 0.17994 | 0.81960 | 0.05476 | 0.40244 | 0.96710 | 29.5345 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 1989.83 | 0.17983 | 0.81952 | 0.02826 | 1.44958 | 7.87797 | 10.5818 | 
 1 -> | 1992.00 | 0.33333 | 0.33333 | 0.00000 | 0.00000 | 5.66667 | 0.02039 | 
 2 -> | 1996.02 | 0.16230 | 0.82522 | 0.03620 | 0.31710 | 0.63670 | 5.44380 | 
 3 -> | 1991.94 | 0.15616 | 0.80666 | 0.03815 | 0.28354 | 0.45070 | 21.0208 | 
 4 -> | 1979.42 | 0.10796 | 0.87849 | 0.02583 | 0.35182 | 0.61177 | 32.1055 | 
 5 -> | 2008.14 | 0.17637 | 0.81636 | 0.05578 | 0.34347 | 0.77028 | 30.8278 | 
