Gen  0|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 1 -> | 1978.58 | 11.2500 | 1.00000 | 1.00000 | 0.66667 | 7.16667 | 21.3333 | 8.58333 | 8.91667 | 11.4167 | 
 2 -> | 1986.00 | 11.1765 | 1.00000 | 1.00000 | 0.94118 | 7.23529 | 21.7059 | 8.82353 | 31.0000 | 22.0000 | 
 3 -> | 2010.56 | 11.1448 | 1.00000 | 1.00000 | 0.99655 | 7.26034 | 21.7569 | 8.96724 | 40.1034 | 18.8431 | 
 4 -> | 2004.73 | 11.1567 | 1.00000 | 1.00000 | 0.99468 | 7.24257 | 21.7799 | 8.92472 | 17.2201 | 45.3142 | 
 5 -> | 2002.74 | 11.1520 | 1.00000 | 1.00000 | 0.99792 | 7.25306 | 21.7896 | 8.89097 | 52.6488 | 151.402 | 

Gen  7|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 1987.98 | 11.2807 | 1.00000 | 1.00000 | 1.00000 | 7.42907 | 21.9657 | 9.39219 | 404.324 | 69.2338 | 
 1 -> | 1978.58 | 11.2500 | 1.00000 | 1.00000 | 0.66667 | 7.16667 | 21.3333 | 8.58333 | 8.91667 | 11.4167 | 
 2 -> | 1986.00 | 11.1765 | 1.00000 | 1.00000 | 0.94118 | 7.23529 | 21.7059 | 8.82353 | 31.0000 | 22.0000 | 
 3 -> | 1987.00 | 11.5000 | 1.00000 | 1.00000 | 1.00000 | 7.12500 | 22.0000 | 8.87500 | 100.000 | 0.00000 | 
 4 -> | 1997.45 | 11.2822 | 1.00000 | 1.00000 | 1.00000 | 7.37194 | 21.9527 | 9.33442 | 60.7945 | 16.5285 | 
 5 -> | 2002.90 | 11.2796 | 1.00000 | 1.00000 | 1.00000 | 7.43353 | 21.9568 | 9.34282 | 46.7651 | 149.480 | 

Gen  8|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 1987.93 | 11.4956 | 1.00000 | 1.00000 | 1.00000 | 7.67424 | 21.9986 | 9.83102 | 458.671 | 82.5108 | 
 1 -> | 1978.58 | 11.2500 | 1.00000 | 1.00000 | 0.66667 | 7.16667 | 21.3333 | 8.58333 | 8.91667 | 11.4167 | 
 2 -> | 1986.00 | 11.1765 | 1.00000 | 1.00000 | 0.94118 | 7.23529 | 21.7059 | 8.82353 | 31.0000 | 22.0000 | 
 3 -> | 1987.00 | 11.5000 | 1.00000 | 1.00000 | 1.00000 | 7.12500 | 22.0000 | 8.87500 | 100.000 | 0.00000 | 
 4 -> | 1997.45 | 11.2822 | 1.00000 | 1.00000 | 1.00000 | 7.37194 | 21.9527 | 9.33442 | 60.7945 | 16.5285 | 
 5 -> | 2001.66 | 11.4836 | 1.00000 | 1.00000 | 1.00000 | 7.67654 | 21.9983 | 9.82389 | 62.2503 | 193.669 | 

Gen  9|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 1989.31 | 11.7526 | 1.00000 | 1.00000 | 1.00000 | 7.89054 | 22.0000 | 10.3965 | 463.761 | 93.9630 | 
 1 -> | 1978.58 | 11.2500 | 1.00000 | 1.00000 | 0.66667 | 7.16667 | 21.3333 | 8.58333 | 8.91667 | 11.4167 | 
 2 -> | 1986.00 | 11.1765 | 1.00000 | 1.00000 | 0.94118 | 7.23529 | 21.7059 | 8.82353 | 31.0000 | 22.0000 | 
 3 -> | 1987.00 | 11.5000 | 1.00000 | 1.00000 | 1.00000 | 7.12500 | 22.0000 | 8.87500 | 100.000 | 0.00000 | 
 4 -> | 1997.45 | 11.2822 | 1.00000 | 1.00000 | 1.00000 | 7.37194 | 21.9527 | 9.33442 | 60.7945 | 16.5285 | 
 5 -> | 2000.26 | 11.7320 | 1.00000 | 1.00000 | 1.00000 | 7.89323 | 22.0000 | 10.3627 | 77.3167 | 248.816 | 
