Gen  0|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 2 -> | 2011.96 | 8.97998 | 0.09091 | 0.98598 | 0.22547 | 2.74449 | 8.41890 | 5.83140 | 6.12775 | 10.6636 | 
 3 -> | 2006.46 | 8.69494 | 0.12887 | 0.98858 | 0.40294 | 3.12398 | 10.9560 | 5.87765 | 21.7325 | 62.3507 | 
 4 -> | 1986.44 | 6.02988 | 0.10158 | 0.90953 | 0.00239 | 2.85912 | 7.15802 | 5.86759 | 1.56372 | 1.80588 | 
 5 -> | 2002.81 | 7.91791 | 0.67910 | 1.00000 | 0.41791 | 2.97761 | 14.9701 | 5.97761 | 91.5448 | 407.694 | 

Gen  9|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 2005.83 | 7.78868 | 0.09171 | 0.93361 | 0.05801 | 2.81858 | 7.06439 | 5.77612 | 1.40849 | 1.67604 | 
 1 -> | 2013.02 | 7.81336 | 0.10750 | 0.90000 | 0.02220 | 2.82066 | 7.96536 | 5.78777 | 0.81213 | 0.92795 | 
 2 -> | 2012.18 | 8.82880 | 0.09290 | 0.98344 | 0.18636 | 2.78978 | 8.46422 | 5.87426 | 5.02442 | 10.2762 | 
 3 -> | 2007.06 | 8.97609 | 0.14565 | 0.97609 | 0.39783 | 3.22391 | 10.6326 | 5.82609 | 21.0848 | 67.3326 | 
 4 -> | 1986.42 | 6.02089 | 0.10272 | 0.90889 | 0.00188 | 2.86811 | 7.14608 | 5.86503 | 1.56177 | 2.00151 | 
 5 -> | 2002.93 | 8.05185 | 0.68148 | 1.00000 | 0.31852 | 2.98519 | 15.6000 | 5.98519 | 76.6370 | 387.815 | 
