Gen  0|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
Gen  5|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 1990.10 | 6.27618 | 0.11698 | 0.91067 | 0.00203 | 2.76484 | 7.54701 | 5.77719 | 0.96810 | 0.67828 | 
 1 -> | 2015.00 | 10.0000 | 0.00000 | 0.00000 | 0.00000 | 1.00000 | 3.00000 | 5.00000 | 0.00000 | 0.00000 | 
 2 -> | 1990.48 | 5.81590 | 0.04393 | 0.98954 | 0.00418 | 2.23640 | 9.61297 | 5.20711 | 15.5272 | 0.80335 | 
 3 -> | 1989.50 | 7.25647 | 0.01293 | 1.00000 | 0.02371 | 2.83190 | 9.41595 | 5.83405 | 4.05388 | 18.4914 | 
 4 -> | 1976.65 | 5.35998 | 0.10029 | 0.89050 | 0.00000 | 3.24758 | 5.47166 | 6.14075 | 0.48304 | 0.91376 | 
 5 -> | 2010.40 | 7.94340 | 0.11092 | 0.91455 | 0.07821 | 2.86361 | 7.87026 | 5.77905 | 3.16657 | 6.39576 | 

Gen  6|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 1990.13 | 6.26624 | 0.11401 | 0.91768 | 0.00165 | 2.74745 | 7.50014 | 5.76638 | 0.99394 | 0.68213 | 
 1 -> | 2015.00 | 10.0000 | 0.00000 | 0.00000 | 0.00000 | 1.00000 | 3.00000 | 5.00000 | 0.00000 | 0.00000 | 
 2 -> | 1990.72 | 6.17713 | 0.05605 | 0.98655 | 0.00673 | 2.19058 | 9.19731 | 5.21076 | 15.8946 | 0.30045 | 
 3 -> | 1989.31 | 6.97970 | 0.01107 | 1.00000 | 0.02768 | 2.78044 | 9.43358 | 5.81181 | 4.76568 | 17.1513 | 
 4 -> | 1976.54 | 5.36324 | 0.10389 | 0.89371 | 0.00000 | 3.29295 | 5.47505 | 6.17586 | 0.47481 | 0.97601 | 
 5 -> | 2010.42 | 7.93170 | 0.11128 | 0.91835 | 0.07505 | 2.86910 | 7.88941 | 5.78362 | 3.16335 | 6.38032 | 

Gen  7|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 1990.11 | 6.27852 | 0.11601 | 0.92241 | 0.00158 | 2.75239 | 7.43146 | 5.75981 | 1.01086 | 0.66979 | 
 1 -> | 2015.00 | 10.0000 | 0.00000 | 0.00000 | 0.00000 | 1.00000 | 3.00000 | 5.00000 | 0.00000 | 0.00000 | 
 2 -> | 1990.83 | 6.33573 | 0.04077 | 0.98801 | 0.00240 | 2.17506 | 8.84412 | 5.18945 | 15.5564 | 0.30456 | 
 3 -> | 1989.59 | 6.84829 | 0.01305 | 0.98042 | 0.02121 | 2.68842 | 10.3116 | 5.73899 | 4.81892 | 16.0979 | 
 4 -> | 1976.49 | 5.28772 | 0.10644 | 0.89760 | 0.00000 | 3.29342 | 5.52720 | 6.18722 | 0.47874 | 0.91589 | 
 5 -> | 2010.43 | 7.91677 | 0.11298 | 0.92033 | 0.07102 | 2.86801 | 7.84379 | 5.77745 | 3.13465 | 6.35810 | 

Gen  8|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 1990.09 | 6.29763 | 0.11752 | 0.92174 | 0.00157 | 2.75896 | 7.43248 | 5.76173 | 0.98848 | 0.65978 | 
 1 -> | 2015.00 | 10.0000 | 0.00000 | 0.00000 | 0.00000 | 1.00000 | 3.00000 | 5.00000 | 0.00000 | 0.00000 | 
 2 -> | 1990.73 | 6.08676 | 0.04566 | 0.98630 | 0.00228 | 2.13927 | 9.37215 | 5.14384 | 14.7511 | 0.28767 | 
 3 -> | 1989.74 | 6.96361 | 0.03481 | 0.98576 | 0.01424 | 2.70886 | 10.3465 | 5.70886 | 6.15823 | 15.7848 | 
 4 -> | 1976.43 | 5.16788 | 0.10602 | 0.90078 | 0.00000 | 3.33721 | 5.56405 | 6.21106 | 0.46046 | 0.88428 | 
 5 -> | 2010.48 | 7.92569 | 0.11734 | 0.91856 | 0.07170 | 2.86197 | 7.80691 | 5.77947 | 3.12883 | 6.40293 | 

Gen  9|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 1990.08 | 6.31534 | 0.11000 | 0.92212 | 0.00205 | 2.75058 | 7.35858 | 5.75581 | 0.97152 | 0.70063 | 
 1 -> | 2015.00 | 10.0000 | 0.00000 | 0.00000 | 0.00000 | 1.00000 | 3.00000 | 5.00000 | 0.00000 | 0.00000 | 
 2 -> | 1990.41 | 5.81288 | 0.03823 | 0.99396 | 0.00000 | 2.11670 | 8.85714 | 5.14889 | 12.0543 | 0.26559 | 
 3 -> | 1989.92 | 7.22779 | 0.03295 | 0.98424 | 0.01719 | 2.69484 | 10.1289 | 5.75072 | 6.69914 | 14.5946 | 
 4 -> | 1976.44 | 5.19469 | 0.10434 | 0.90088 | 0.00000 | 3.32274 | 5.60280 | 6.21081 | 0.46004 | 0.82974 | 
 5 -> | 2010.54 | 7.91106 | 0.11416 | 0.91832 | 0.06896 | 2.86501 | 7.79947 | 5.78029 | 3.01068 | 6.21480 | 
