Gen  0|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
Gen  3|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 2003.88 | 10.7276 | 0.84009 | 1.00000 | 0.74510 | 6.07585 | 19.3394 | 7.62688 | 43.1704 | 136.187 | 
 1 -> | 2014.05 | 10.0430 | 0.37926 | 1.00000 | 0.24593 | 3.96296 | 14.6148 | 6.48593 | 4.70667 | 10.3748 | 
 2 -> | 1986.00 | 10.0000 | 0.00000 | 0.00000 | 0.00000 | 3.00000 | 19.0000 | 6.00000 | 0.00000 | 0.00000 | 
 3 -> | 2013.63 | 10.3937 | 0.57474 | 1.00000 | 0.54737 | 5.27368 | 17.3579 | 7.13895 | 14.6274 | 27.8084 | 
 4 -> | 2005.00 | 10.6723 | 0.87213 | 1.00000 | 0.79421 | 5.99401 | 19.3247 | 7.53546 | 17.0939 | 54.6523 | 
 5 -> | 2004.61 | 10.7137 | 0.83185 | 1.00000 | 0.49593 | 6.09783 | 19.3676 | 7.67582 | 9.52992 | 16.3763 | 

Gen  4|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 2004.03 | 10.9475 | 0.97458 | 1.00000 | 0.90000 | 6.82785 | 20.6933 | 8.16093 | 55.7966 | 172.091 | 
 1 -> | 2014.05 | 10.0430 | 0.37926 | 1.00000 | 0.24593 | 3.96296 | 14.6148 | 6.48593 | 4.70667 | 10.3748 | 
 2 -> | 1986.00 | 10.0000 | 0.00000 | 0.00000 | 0.00000 | 3.00000 | 19.0000 | 6.00000 | 0.00000 | 0.00000 | 
 3 -> | 2013.63 | 10.3937 | 0.57474 | 1.00000 | 0.54737 | 5.27368 | 17.3579 | 7.13895 | 14.6274 | 27.8084 | 
 4 -> | 2003.28 | 10.9412 | 0.96604 | 1.00000 | 0.82495 | 6.94317 | 20.6081 | 8.22730 | 18.6813 | 89.9001 | 
 5 -> | 2003.80 | 10.9354 | 0.97343 | 1.00000 | 0.75891 | 6.81778 | 20.6788 | 8.17500 | 14.2966 | 26.1427 | 

Gen  5|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 2003.81 | 11.0458 | 0.99923 | 1.00000 | 0.97238 | 7.10054 | 21.4022 | 8.49613 | 65.9411 | 194.205 | 
 1 -> | 2014.05 | 10.0430 | 0.37926 | 1.00000 | 0.24593 | 3.96296 | 14.6148 | 6.48593 | 4.70667 | 10.3748 | 
 2 -> | 1986.00 | 10.0000 | 0.00000 | 0.00000 | 0.00000 | 3.00000 | 19.0000 | 6.00000 | 0.00000 | 0.00000 | 
 3 -> | 2013.63 | 10.3937 | 0.57474 | 1.00000 | 0.54737 | 5.27368 | 17.3579 | 7.13895 | 14.6274 | 27.8084 | 
 4 -> | 2005.05 | 11.0599 | 1.00000 | 1.00000 | 0.97783 | 7.08204 | 21.4302 | 8.56615 | 30.3984 | 117.145 | 
 5 -> | 2003.69 | 11.0441 | 0.99915 | 1.00000 | 0.94623 | 7.08477 | 21.3802 | 8.52855 | 19.3578 | 40.8437 | 

Gen  6|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 2003.32 | 11.0990 | 1.00000 | 1.00000 | 0.99882 | 7.23337 | 21.7531 | 8.86978 | 75.9524 | 235.513 | 
 1 -> | 2014.05 | 10.0430 | 0.37926 | 1.00000 | 0.24593 | 3.96296 | 14.6148 | 6.48593 | 4.70667 | 10.3748 | 
 2 -> | 1986.00 | 10.0000 | 0.00000 | 0.00000 | 0.00000 | 3.00000 | 19.0000 | 6.00000 | 0.00000 | 0.00000 | 
 3 -> | 2013.63 | 10.3937 | 0.57474 | 1.00000 | 0.54737 | 5.27368 | 17.3579 | 7.13895 | 14.6274 | 27.8084 | 
 4 -> | 2005.20 | 11.1056 | 1.00000 | 1.00000 | 0.99728 | 7.18961 | 21.7436 | 8.82506 | 41.6675 | 137.874 | 
 5 -> | 2003.67 | 11.1053 | 1.00000 | 1.00000 | 0.99678 | 7.20201 | 21.7396 | 8.89259 | 27.9945 | 56.6285 | 

Gen  7|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 2002.75 | 11.1920 | 1.00000 | 1.00000 | 1.00000 | 7.40635 | 21.9384 | 9.28141 | 83.7415 | 303.073 | 
 1 -> | 2014.05 | 10.0430 | 0.37926 | 1.00000 | 0.24593 | 3.96296 | 14.6148 | 6.48593 | 4.70667 | 10.3748 | 
 2 -> | 1986.00 | 10.0000 | 0.00000 | 0.00000 | 0.00000 | 3.00000 | 19.0000 | 6.00000 | 0.00000 | 0.00000 | 
 3 -> | 2013.63 | 10.3937 | 0.57474 | 1.00000 | 0.54737 | 5.27368 | 17.3579 | 7.13895 | 14.6274 | 27.8084 | 
 4 -> | 2004.63 | 11.1920 | 1.00000 | 1.00000 | 1.00000 | 7.35927 | 21.9421 | 9.29303 | 66.3477 | 160.600 | 
 5 -> | 2003.93 | 11.1990 | 1.00000 | 1.00000 | 1.00000 | 7.35418 | 21.9311 | 9.29613 | 41.0865 | 90.2505 | 

Gen  8|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 2004.07 | 11.3530 | 1.00000 | 1.00000 | 1.00000 | 7.62587 | 21.9962 | 9.71839 | 101.465 | 390.653 | 
 1 -> | 2014.05 | 10.0430 | 0.37926 | 1.00000 | 0.24593 | 3.96296 | 14.6148 | 6.48593 | 4.70667 | 10.3748 | 
 2 -> | 1986.00 | 10.0000 | 0.00000 | 0.00000 | 0.00000 | 3.00000 | 19.0000 | 6.00000 | 0.00000 | 0.00000 | 
 3 -> | 2013.63 | 10.3937 | 0.57474 | 1.00000 | 0.54737 | 5.27368 | 17.3579 | 7.13895 | 14.6274 | 27.8084 | 
 4 -> | 1996.52 | 11.3560 | 1.00000 | 1.00000 | 1.00000 | 7.64467 | 21.9938 | 9.70026 | 30.9997 | 219.705 | 
 5 -> | 2003.86 | 11.3575 | 1.00000 | 1.00000 | 1.00000 | 7.59496 | 21.9957 | 9.72893 | 72.9046 | 136.641 | 

Gen  9|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 2004.29 | 11.5868 | 1.00000 | 1.00000 | 1.00000 | 7.83690 | 22.0000 | 10.2482 | 113.126 | 497.812 | 
 1 -> | 2014.05 | 10.0430 | 0.37926 | 1.00000 | 0.24593 | 3.96296 | 14.6148 | 6.48593 | 4.70667 | 10.3748 | 
 2 -> | 1986.00 | 10.0000 | 0.00000 | 0.00000 | 0.00000 | 3.00000 | 19.0000 | 6.00000 | 0.00000 | 0.00000 | 
 3 -> | 2013.63 | 10.3937 | 0.57474 | 1.00000 | 0.54737 | 5.27368 | 17.3579 | 7.13895 | 14.6274 | 27.8084 | 
 4 -> | 1995.00 | 11.5766 | 1.00000 | 1.00000 | 1.00000 | 7.85814 | 22.0000 | 10.2233 | 42.0000 | 286.000 | 
 5 -> | 2002.52 | 11.5920 | 1.00000 | 1.00000 | 1.00000 | 7.84575 | 22.0000 | 10.2385 | 97.7380 | 172.271 | 
