Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2005.78 | 0.13305 | 0.90515 | 0.04531 | 1.12928 | 1.08641 | 12.9219 | 
 1 -> | 2004.80 | 0.07407 | 0.97884 | 0.14286 | 2.30159 | 8.53439 | 0.54248 | 
 2 -> | 2005.09 | 0.12234 | 0.94681 | 0.16489 | 3.99468 | 15.6809 | 0.53961 | 
 3 -> | 1990.34 | 0.08549 | 0.92158 | 0.02143 | 2.07649 | 1.23955 | 13.3955 | 
 4 -> | 2013.29 | 0.11587 | 0.88010 | 0.07130 | 1.32729 | 1.58054 | 31.3605 | 
 5 -> | 2004.49 | 0.12751 | 0.91753 | 0.04858 | 2.82371 | 6.10294 | 41.2400 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2005.88 | 0.14515 | 0.89467 | 0.04453 | 0.92837 | 0.77050 | 12.1814 | 
 1 -> | 2005.01 | 0.07090 | 0.96822 | 0.13936 | 3.76773 | 5.98778 | 1.17394 | 
 2 -> | 2004.23 | 0.14340 | 0.96604 | 0.12453 | 3.19623 | 12.7849 | 0.76062 | 
 3 -> | 1990.21 | 0.08757 | 0.91591 | 0.02369 | 1.92786 | 1.03303 | 13.2090 | 
 4 -> | 2013.30 | 0.11296 | 0.87632 | 0.07606 | 1.25958 | 1.50144 | 30.7951 | 
 5 -> | 2004.39 | 0.12741 | 0.92146 | 0.05140 | 2.88719 | 6.11164 | 41.8800 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2006.08 | 0.15785 | 0.89272 | 0.04112 | 0.69272 | 0.63397 | 11.2371 | 
 1 -> | 2004.90 | 0.08835 | 0.94925 | 0.12406 | 3.88346 | 4.11278 | 1.52698 | 
 2 -> | 2003.99 | 0.10249 | 0.95568 | 0.11634 | 4.14681 | 10.4349 | 1.03617 | 
 3 -> | 1990.28 | 0.09434 | 0.91707 | 0.02633 | 1.92606 | 0.92102 | 13.0827 | 
 4 -> | 2013.29 | 0.11453 | 0.86864 | 0.08153 | 1.27593 | 1.50684 | 31.0505 | 
 5 -> | 2004.30 | 0.13012 | 0.92112 | 0.05697 | 2.85323 | 6.38701 | 42.0666 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2006.34 | 0.16796 | 0.88821 | 0.04039 | 0.48730 | 0.53223 | 10.7319 | 
 1 -> | 2003.93 | 0.15087 | 0.93992 | 0.10414 | 3.29506 | 2.90254 | 2.14983 | 
 2 -> | 2004.29 | 0.08959 | 0.95642 | 0.12349 | 4.16223 | 8.84019 | 1.18542 | 
 3 -> | 1990.24 | 0.09919 | 0.91401 | 0.03079 | 1.87068 | 0.88828 | 13.0511 | 
 4 -> | 2013.32 | 0.11207 | 0.86559 | 0.08578 | 1.27788 | 1.50363 | 30.4506 | 
 5 -> | 2004.26 | 0.12893 | 0.91680 | 0.05960 | 2.95786 | 6.36589 | 42.4311 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2007.48 | 0.16441 | 0.90835 | 0.04963 | 0.43852 | 0.57671 | 10.1780 | 
 1 -> | 2002.04 | 0.20080 | 0.87812 | 0.06693 | 2.14286 | 1.29770 | 2.87313 | 
 2 -> | 2004.60 | 0.13653 | 0.93173 | 0.11624 | 3.37269 | 7.74539 | 1.55568 | 
 3 -> | 1990.41 | 0.11181 | 0.90596 | 0.03262 | 1.87649 | 0.80090 | 12.7583 | 
 4 -> | 2013.44 | 0.11005 | 0.85641 | 0.08468 | 1.32209 | 1.51128 | 29.5235 | 
 5 -> | 2003.84 | 0.12597 | 0.91538 | 0.05732 | 2.92537 | 5.95766 | 43.1114 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2008.10 | 0.14426 | 0.91424 | 0.06644 | 0.55400 | 0.64134 | 10.8439 | 
 1 -> | 2002.15 | 0.19835 | 0.84416 | 0.03778 | 1.43566 | 0.45691 | 2.43111 | 
 2 -> | 2004.59 | 0.11156 | 0.93469 | 0.13605 | 2.52245 | 6.63265 | 2.10964 | 
 3 -> | 1991.37 | 0.11961 | 0.90676 | 0.04048 | 1.77644 | 0.68556 | 10.9902 | 
 4 -> | 2013.72 | 0.11659 | 0.84339 | 0.08879 | 1.33660 | 1.48745 | 29.8364 | 
 5 -> | 2002.66 | 0.12900 | 0.91957 | 0.05821 | 2.96192 | 5.84157 | 43.7887 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2008.60 | 0.14078 | 0.90952 | 0.07700 | 0.65984 | 0.60824 | 11.0706 | 
 1 -> | 2003.48 | 0.18922 | 0.83574 | 0.03811 | 1.13929 | 0.18003 | 2.18427 | 
 2 -> | 2004.59 | 0.13797 | 0.91944 | 0.11984 | 2.02115 | 5.57603 | 2.85017 | 
 3 -> | 1993.15 | 0.14406 | 0.88635 | 0.03338 | 1.12379 | 0.49092 | 6.79392 | 
 4 -> | 2013.89 | 0.12164 | 0.84534 | 0.08452 | 1.27845 | 1.39714 | 32.1613 | 
 5 -> | 2000.13 | 0.12691 | 0.92278 | 0.06278 | 3.22335 | 5.83317 | 44.9397 | 
