Gen  0|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 4 -> | 1987.20 | 5.00194 | 0.99935 | 0.90194 | 0.00000 | 3.94581 | 9.19935 | 6.56129 | 0.17355 | 0.12000 | 
 5 -> | 1987.40 | 6.16706 | 0.09521 | 0.89528 | 0.01853 | 2.83442 | 7.19474 | 5.84493 | 2.97164 | 5.43927 | 

Gen  4|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 2011.06 | 7.88345 | 0.11673 | 0.91861 | 0.05079 | 2.87610 | 7.82757 | 5.75069 | 1.38674 | 1.79645 | 
 1 -> | 1970.00 | 1.00000 | 0.00000 | 1.00000 | 0.00000 | 3.00000 | 3.00000 | 6.00000 | 0.00000 | 0.00000 | 
 2 -> | 2002.00 | 6.50000 | 0.87500 | 1.00000 | 0.00000 | 3.00000 | 8.25000 | 6.00000 | 0.62500 | 35.0000 | 
 3 -> | 2009.20 | 8.50496 | 0.14645 | 0.98703 | 0.36842 | 2.93211 | 8.32723 | 5.94584 | 9.53623 | 22.9558 | 
 4 -> | 1987.20 | 5.00194 | 0.99935 | 0.90194 | 0.00000 | 3.94581 | 9.19935 | 6.56129 | 0.17355 | 0.12000 | 
 5 -> | 1987.38 | 6.14376 | 0.09057 | 0.89706 | 0.01810 | 2.83142 | 7.21765 | 5.84226 | 3.17344 | 5.17732 | 

Gen  5|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 2011.03 | 7.90899 | 0.12181 | 0.91794 | 0.05172 | 2.87663 | 7.85039 | 5.75556 | 1.40682 | 1.88518 | 
 1 -> | 1970.00 | 1.00000 | 0.00000 | 1.00000 | 0.00000 | 3.00000 | 3.00000 | 6.00000 | 0.00000 | 0.00000 | 
 2 -> | 2002.00 | 6.50000 | 0.87500 | 1.00000 | 0.00000 | 3.00000 | 8.25000 | 6.00000 | 0.62500 | 35.0000 | 
 3 -> | 2009.07 | 8.55990 | 0.13934 | 0.99235 | 0.38318 | 2.97451 | 8.49023 | 5.92014 | 10.1529 | 25.2965 | 
 4 -> | 1987.20 | 5.00194 | 0.99935 | 0.90194 | 0.00000 | 3.94581 | 9.19935 | 6.56129 | 0.17355 | 0.12000 | 
 5 -> | 1987.41 | 6.18901 | 0.08913 | 0.90293 | 0.01871 | 2.83422 | 7.13956 | 5.83966 | 3.16969 | 5.37802 | 

Gen  6|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 2011.04 | 7.89822 | 0.12388 | 0.92177 | 0.05051 | 2.86860 | 7.81560 | 5.75108 | 1.39501 | 1.94526 | 
 1 -> | 1970.00 | 1.00000 | 0.00000 | 1.00000 | 0.00000 | 3.00000 | 3.00000 | 6.00000 | 0.00000 | 0.00000 | 
 2 -> | 2002.00 | 6.50000 | 0.87500 | 1.00000 | 0.00000 | 3.00000 | 8.25000 | 6.00000 | 0.62500 | 35.0000 | 
 3 -> | 2009.28 | 8.77961 | 0.14141 | 0.99816 | 0.38659 | 2.99908 | 8.96051 | 5.91736 | 10.6455 | 26.2709 | 
 4 -> | 1987.20 | 5.00194 | 0.99935 | 0.90194 | 0.00000 | 3.94581 | 9.19935 | 6.56129 | 0.17355 | 0.12000 | 
 5 -> | 1987.43 | 6.19692 | 0.08689 | 0.89993 | 0.01907 | 2.80976 | 7.15587 | 5.82063 | 3.13559 | 5.43749 | 

Gen  7|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 2011.06 | 7.90363 | 0.12279 | 0.92317 | 0.04827 | 2.86033 | 7.85727 | 5.74367 | 1.42733 | 1.92595 | 
 1 -> | 1970.00 | 1.00000 | 0.00000 | 1.00000 | 0.00000 | 3.00000 | 3.00000 | 6.00000 | 0.00000 | 0.00000 | 
 2 -> | 2002.00 | 6.50000 | 0.87500 | 1.00000 | 0.00000 | 3.00000 | 8.25000 | 6.00000 | 0.62500 | 35.0000 | 
 3 -> | 2009.28 | 8.82224 | 0.13688 | 0.99905 | 0.37167 | 3.00380 | 8.99430 | 5.91065 | 10.4173 | 26.9553 | 
 4 -> | 1987.20 | 5.00194 | 0.99935 | 0.90194 | 0.00000 | 3.94581 | 9.19935 | 6.56129 | 0.17355 | 0.12000 | 
 5 -> | 1987.33 | 6.15408 | 0.08502 | 0.90086 | 0.01801 | 2.81699 | 7.12128 | 5.82954 | 3.10497 | 5.27755 | 

Gen  8|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 2011.10 | 7.93194 | 0.12043 | 0.92517 | 0.04767 | 2.84591 | 7.80835 | 5.74219 | 1.47393 | 1.94894 | 
 1 -> | 1970.00 | 1.00000 | 0.00000 | 1.00000 | 0.00000 | 3.00000 | 3.00000 | 6.00000 | 0.00000 | 0.00000 | 
 2 -> | 2002.00 | 6.50000 | 0.87500 | 1.00000 | 0.00000 | 3.00000 | 8.25000 | 6.00000 | 0.62500 | 35.0000 | 
 3 -> | 2009.21 | 8.78538 | 0.12631 | 1.00000 | 0.37132 | 3.02754 | 9.13580 | 5.89934 | 10.2146 | 28.0038 | 
 4 -> | 1987.20 | 5.00194 | 0.99935 | 0.90194 | 0.00000 | 3.94581 | 9.19935 | 6.56129 | 0.17355 | 0.12000 | 
 5 -> | 1987.25 | 6.17184 | 0.08323 | 0.90004 | 0.01679 | 2.82835 | 7.00470 | 5.83512 | 3.08775 | 5.17953 | 

Gen  9|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 2011.06 | 7.93406 | 0.12207 | 0.92887 | 0.04834 | 2.85728 | 7.87211 | 5.74399 | 1.48538 | 1.98656 | 
 1 -> | 1970.00 | 1.00000 | 0.00000 | 1.00000 | 0.00000 | 3.00000 | 3.00000 | 6.00000 | 0.00000 | 0.00000 | 
 2 -> | 2002.00 | 6.50000 | 0.87500 | 1.00000 | 0.00000 | 3.00000 | 8.25000 | 6.00000 | 0.62500 | 35.0000 | 
 3 -> | 2009.14 | 8.77907 | 0.09981 | 1.00000 | 0.40988 | 3.07171 | 8.97965 | 5.87791 | 10.6395 | 29.6802 | 
 4 -> | 1987.20 | 5.00194 | 0.99935 | 0.90194 | 0.00000 | 3.94581 | 9.19935 | 6.56129 | 0.17355 | 0.12000 | 
 5 -> | 1987.25 | 6.09336 | 0.08529 | 0.89978 | 0.01742 | 2.83325 | 6.98762 | 5.83774 | 2.95569 | 5.21743 | 
