Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 5 -> | 2005.47 | 0.12781 | 0.90192 | 0.05116 | 1.86894 | 2.75009 | 99.6441 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2006.07 | 0.00000 | 1.00000 | 0.26829 | 86.2683 | 165.854 | 0.11768 | 
 1 -> | 2016.00 | 0.00000 | 1.00000 | 0.00000 | 154.000 | 120.000 | 0.00574 | 
 2 -> | 2012.44 | 0.11628 | 1.00000 | 0.32558 | 13.6512 | 22.5814 | 0.00000 | 
 3 -> | 2004.00 | 0.33333 | 1.00000 | 0.66667 | 518.000 | 216.000 | 0.00000 | 
 4 -> | 2001.93 | 0.22388 | 1.00000 | 0.50746 | 59.8060 | 97.5373 | 0.19231 | 
 5 -> | 2005.40 | 0.12963 | 0.90000 | 0.05333 | 1.87259 | 2.75963 | 99.6843 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2004.80 | 0.00000 | 1.00000 | 0.36735 | 78.6939 | 160.204 | 0.14064 | 
 1 -> | 2016.00 | 0.00000 | 1.00000 | 0.00000 | 154.000 | 120.000 | 0.00861 | 
 2 -> | 2012.44 | 0.11628 | 1.00000 | 0.32558 | 13.6512 | 22.5814 | 0.00000 | 
 3 -> | 2004.00 | 0.33333 | 1.00000 | 0.66667 | 518.000 | 216.000 | 0.00000 | 
 4 -> | 2001.83 | 0.20833 | 1.00000 | 0.54167 | 58.8750 | 98.8194 | 0.20666 | 
 5 -> | 2005.40 | 0.13227 | 0.89624 | 0.05597 | 1.83745 | 2.70616 | 99.6441 | 
