Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 1 -> | 2011.97 | 0.11582 | 0.86970 | 0.06825 | 1.32678 | 0.93071 | 5.55221 | 
 2 -> | 2014.06 | 0.11728 | 0.86129 | 0.05044 | 6.61034 | 12.4527 | 2.27658 | 
 3 -> | 2009.92 | 0.11198 | 0.91318 | 0.06910 | 1.90574 | 2.45854 | 8.10151 | 
 4 -> | 2006.98 | 0.11205 | 0.92606 | 0.09153 | 1.27264 | 1.16384 | 8.81348 | 
 5 -> | 1995.57 | 0.12038 | 0.91350 | 0.04273 | 2.81389 | 6.26271 | 38.5640 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2011.51 | 0.11767 | 0.87938 | 0.07326 | 1.01900 | 0.98161 | 28.2528 | 
 1 -> | 2013.87 | 0.08889 | 0.82222 | 0.03333 | 0.68889 | 0.41111 | 0.25838 | 
 2 -> | 2012.68 | 0.12736 | 0.88836 | 0.05660 | 7.43553 | 15.5629 | 1.82591 | 
 3 -> | 2015.06 | 0.12160 | 0.85305 | 0.05258 | 2.42629 | 2.40423 | 6.11507 | 
 4 -> | 2010.56 | 0.12005 | 0.89040 | 0.07560 | 1.67205 | 1.78516 | 30.2280 | 
 5 -> | 1993.70 | 0.12313 | 0.90660 | 0.03981 | 2.89910 | 6.66423 | 33.3199 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2010.76 | 0.12850 | 0.88202 | 0.07422 | 1.14534 | 1.00631 | 25.9166 | 
 1 -> | 2013.10 | 0.09009 | 0.82883 | 0.09459 | 0.59009 | 0.28378 | 0.63736 | 
 2 -> | 2011.80 | 0.10655 | 0.87035 | 0.06547 | 6.72529 | 16.7677 | 2.23651 | 
 3 -> | 2014.51 | 0.09091 | 0.90909 | 0.05455 | 12.4909 | 9.76364 | 0.15791 | 
 4 -> | 2011.64 | 0.11938 | 0.87979 | 0.07271 | 1.55476 | 1.59992 | 38.1413 | 
 5 -> | 1993.59 | 0.12553 | 0.90133 | 0.04196 | 2.95123 | 6.78810 | 32.9103 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2010.17 | 0.13109 | 0.88112 | 0.07111 | 1.07135 | 1.05926 | 23.9822 | 
 1 -> | 2013.94 | 0.10967 | 0.85942 | 0.06481 | 0.73380 | 0.42273 | 2.87970 | 
 2 -> | 2011.02 | 0.13768 | 0.82609 | 0.07971 | 1.20290 | 12.3478 | 0.39621 | 
 3 -> | 2012.26 | 0.09450 | 0.86037 | 0.06770 | 9.36248 | 15.9661 | 2.03560 | 
 4 -> | 2011.73 | 0.12168 | 0.87486 | 0.07441 | 1.46891 | 1.55023 | 37.3500 | 
 5 -> | 1993.57 | 0.12506 | 0.90317 | 0.04588 | 2.82260 | 6.48296 | 33.3563 | 
