Gen  0|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 1 -> | 1992.00 | 0.00000 | 1.00000 | 0.00000 | 3.00000 | 0.00000 | 0.00000 | 
 2 -> | 2007.00 | 0.01844 | 0.96721 | 0.13525 | 1.35656 | 0.14344 | 11.1390 | 
 3 -> | 2006.25 | 0.04769 | 0.88873 | 0.06358 | 1.82659 | 3.37428 | 15.7955 | 
 4 -> | 2010.80 | 0.10811 | 0.90090 | 0.05856 | 4.94144 | 26.6892 | 5.06734 | 
 5 -> | 1988.93 | 0.05280 | 0.93323 | 0.01553 | 1.86335 | 3.15373 | 29.3997 | 

Gen  4|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2013.58 | 0.10307 | 0.87546 | 0.05460 | 1.48650 | 1.38834 | 37.2146 | 
 1 -> | 1992.00 | 0.00000 | 1.00000 | 0.00000 | 3.00000 | 0.00000 | 0.00000 | 
 2 -> | 2010.00 | 0.04484 | 0.86099 | 0.05830 | 1.30942 | 0.10314 | 5.09132 | 
 3 -> | 2006.17 | 0.03846 | 0.94097 | 0.08497 | 1.69499 | 1.86315 | 25.5251 | 
 4 -> | 2010.28 | 0.10000 | 0.89412 | 0.07059 | 3.92941 | 26.1588 | 3.88128 | 
 5 -> | 1989.12 | 0.05730 | 0.94108 | 0.01856 | 1.80549 | 3.43987 | 28.2877 | 

Gen  5|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2014.01 | 0.10777 | 0.86609 | 0.04992 | 1.67274 | 1.75911 | 28.8194 | 
 1 -> | 1992.00 | 0.00000 | 1.00000 | 0.00000 | 3.00000 | 0.00000 | 0.00000 | 
 2 -> | 2011.02 | 0.07282 | 0.89698 | 0.11901 | 0.82593 | 0.28419 | 12.8568 | 
 3 -> | 2006.03 | 0.04265 | 0.94343 | 0.08529 | 1.70235 | 1.61358 | 26.2389 | 
 4 -> | 2010.55 | 0.03797 | 0.90506 | 0.06329 | 4.00000 | 26.4684 | 3.60813 | 
 5 -> | 1989.09 | 0.05694 | 0.93905 | 0.01925 | 1.70249 | 3.23737 | 28.4768 | 

Gen  6|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2014.12 | 0.10717 | 0.84501 | 0.03710 | 1.85985 | 1.93982 | 27.7067 | 
 1 -> | 1992.00 | 0.00000 | 1.00000 | 0.00000 | 3.00000 | 0.00000 | 0.00000 | 
 2 -> | 2011.79 | 0.09882 | 0.92235 | 0.12000 | 0.94118 | 0.58824 | 9.70763 | 
 3 -> | 2006.71 | 0.05795 | 0.93759 | 0.10401 | 1.54086 | 1.28752 | 30.7446 | 
 4 -> | 2010.59 | 0.04930 | 0.91549 | 0.11268 | 4.00000 | 27.7042 | 3.24349 | 
 5 -> | 1989.08 | 0.05751 | 0.94329 | 0.02476 | 1.82109 | 3.49201 | 28.5975 | 

Gen  7|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2014.21 | 0.09768 | 0.85687 | 0.05029 | 2.35010 | 2.48936 | 23.6235 | 
 1 -> | 1992.00 | 0.00000 | 1.00000 | 0.00000 | 3.00000 | 0.00000 | 0.00000 | 
 2 -> | 2012.55 | 0.12248 | 0.90101 | 0.08725 | 0.61242 | 0.36242 | 13.6166 | 
 3 -> | 2006.78 | 0.05518 | 0.93512 | 0.11186 | 1.60999 | 1.36838 | 30.6374 | 
 4 -> | 2010.63 | 0.07463 | 0.94030 | 0.08955 | 3.61194 | 28.4030 | 3.06146 | 
 5 -> | 1988.95 | 0.06289 | 0.92925 | 0.02987 | 1.63994 | 2.95204 | 29.0610 | 

Gen  8|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2013.83 | 0.10354 | 0.87193 | 0.06131 | 3.05722 | 3.63896 | 16.7733 | 
 1 -> | 1992.00 | 0.00000 | 1.00000 | 0.00000 | 3.00000 | 0.00000 | 0.00000 | 
 2 -> | 2013.33 | 0.11827 | 0.88279 | 0.06336 | 0.55755 | 0.29145 | 21.6408 | 
 3 -> | 2006.81 | 0.05049 | 0.93293 | 0.11228 | 1.54182 | 1.35870 | 30.3245 | 
 4 -> | 2010.28 | 0.05405 | 0.89865 | 0.08108 | 3.77027 | 31.9122 | 3.38208 | 
 5 -> | 1988.83 | 0.06721 | 0.92869 | 0.02623 | 1.73770 | 2.96393 | 27.8793 | 

Gen  9|   year  | multiple| success | suicide |  kills  |  wound  |    %    |
 0 -> | 2013.12 | 0.08637 | 0.83685 | 0.05182 | 3.89060 | 5.60461 | 11.9086 | 
 1 -> | 1992.00 | 0.00000 | 1.00000 | 0.00000 | 3.00000 | 0.00000 | 0.00000 | 
 2 -> | 2013.63 | 0.12766 | 0.88462 | 0.06956 | 0.81097 | 0.38380 | 27.9314 | 
 3 -> | 2006.78 | 0.06134 | 0.94332 | 0.10171 | 1.34783 | 1.36491 | 29.4400 | 
 4 -> | 2010.95 | 0.05128 | 0.93162 | 0.10256 | 3.99145 | 35.5385 | 2.67429 | 
 5 -> | 1988.80 | 0.07009 | 0.92339 | 0.03015 | 1.64222 | 3.00326 | 28.0457 | 
