Gen  0|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 2 -> | 1991.55 | 7.02632 | 0.05263 | 1.00000 | 0.10526 | 2.39474 | 10.2895 | 5.71053 | 20.0789 | 33.7105 | 
 3 -> | 1988.40 | 10.0000 | 0.00000 | 1.00000 | 0.40000 | 5.40000 | 1.80000 | 7.20000 | 281.200 | 22.4000 | 
 4 -> | 2005.50 | 9.68750 | 0.27083 | 1.00000 | 0.77083 | 3.02083 | 10.0625 | 5.93750 | 43.3542 | 121.708 | 
 5 -> | 1999.55 | 7.03278 | 0.10326 | 0.90577 | 0.03759 | 2.85655 | 7.74830 | 5.80701 | 1.79899 | 3.03324 | 

Gen  5|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 1999.02 | 7.50847 | 0.45763 | 1.00000 | 0.64407 | 4.06780 | 15.2203 | 4.93220 | 88.5593 | 363.373 | 
 1 -> | 1987.00 | 6.00000 | 0.00000 | 1.00000 | 0.00000 | 3.00000 | 19.0000 | 6.00000 | 32.0000 | 200.000 | 
 2 -> | 1991.55 | 7.02632 | 0.05263 | 1.00000 | 0.10526 | 2.39474 | 10.2895 | 5.71053 | 20.0789 | 33.7105 | 
 3 -> | 1988.40 | 10.0000 | 0.00000 | 1.00000 | 0.40000 | 5.40000 | 1.80000 | 7.20000 | 281.200 | 22.4000 | 
 4 -> | 2004.46 | 8.52041 | 0.38776 | 1.00000 | 0.80612 | 3.43878 | 7.95918 | 5.95918 | 41.2143 | 163.010 | 
 5 -> | 1999.62 | 7.06181 | 0.10383 | 0.90806 | 0.03844 | 2.85288 | 7.72016 | 5.80731 | 1.86107 | 3.09584 | 

Gen  6|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 1995.75 | 7.10714 | 0.14286 | 1.00000 | 0.14286 | 5.35714 | 19.2500 | 3.53571 | 86.1429 | 505.464 | 
 1 -> | 1987.00 | 6.00000 | 0.00000 | 1.00000 | 0.00000 | 3.00000 | 19.0000 | 6.00000 | 32.0000 | 200.000 | 
 2 -> | 1991.55 | 7.02632 | 0.05263 | 1.00000 | 0.10526 | 2.39474 | 10.2895 | 5.71053 | 20.0789 | 33.7105 | 
 3 -> | 1988.40 | 10.0000 | 0.00000 | 1.00000 | 0.40000 | 5.40000 | 1.80000 | 7.20000 | 281.200 | 22.4000 | 
 4 -> | 1999.55 | 8.00000 | 0.56364 | 1.00000 | 0.61818 | 3.60000 | 14.0000 | 6.00000 | 85.5273 | 208.436 | 
 5 -> | 1999.75 | 7.08243 | 0.10190 | 0.91116 | 0.04080 | 2.85137 | 7.67889 | 5.80117 | 1.91191 | 3.60774 | 

Gen  7|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 1995.00 | 4.00000 | 0.00000 | 1.00000 | 0.00000 | 8.00000 | 19.0000 | 2.00000 | 0.00000 | 671.000 | 
 1 -> | 1987.00 | 6.00000 | 0.00000 | 1.00000 | 0.00000 | 3.00000 | 19.0000 | 6.00000 | 32.0000 | 200.000 | 
 2 -> | 1991.55 | 7.02632 | 0.05263 | 1.00000 | 0.10526 | 2.39474 | 10.2895 | 5.71053 | 20.0789 | 33.7105 | 
 3 -> | 1988.40 | 10.0000 | 0.00000 | 1.00000 | 0.40000 | 5.40000 | 1.80000 | 7.20000 | 281.200 | 22.4000 | 
 4 -> | 1997.83 | 10.6111 | 0.38889 | 1.00000 | 0.38889 | 2.38889 | 18.8889 | 5.38889 | 181.722 | 318.278 | 
 5 -> | 1999.82 | 7.10062 | 0.10528 | 0.91297 | 0.04054 | 2.85791 | 7.65500 | 5.80530 | 2.05307 | 3.97173 | 

Gen  8|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 1995.00 | 4.00000 | 0.00000 | 1.00000 | 0.00000 | 8.00000 | 19.0000 | 2.00000 | 0.00000 | 671.000 | 
 1 -> | 1987.00 | 6.00000 | 0.00000 | 1.00000 | 0.00000 | 3.00000 | 19.0000 | 6.00000 | 32.0000 | 200.000 | 
 2 -> | 1991.55 | 7.02632 | 0.05263 | 1.00000 | 0.10526 | 2.39474 | 10.2895 | 5.71053 | 20.0789 | 33.7105 | 
 3 -> | 1988.40 | 10.0000 | 0.00000 | 1.00000 | 0.40000 | 5.40000 | 1.80000 | 7.20000 | 281.200 | 22.4000 | 
 4 -> | 2007.00 | 10.0000 | 1.00000 | 1.00000 | 1.00000 | 3.00000 | 14.0000 | 6.00000 | 153.000 | 347.000 | 
 5 -> | 1999.74 | 7.09360 | 0.10423 | 0.91246 | 0.04073 | 2.85123 | 7.68235 | 5.80763 | 2.10124 | 4.04317 | 

Gen  9|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 1995.00 | 4.00000 | 0.00000 | 1.00000 | 0.00000 | 8.00000 | 19.0000 | 2.00000 | 0.00000 | 671.000 | 
 1 -> | 1987.00 | 6.00000 | 0.00000 | 1.00000 | 0.00000 | 3.00000 | 19.0000 | 6.00000 | 32.0000 | 200.000 | 
 2 -> | 1991.55 | 7.02632 | 0.05263 | 1.00000 | 0.10526 | 2.39474 | 10.2895 | 5.71053 | 20.0789 | 33.7105 | 
 3 -> | 1988.40 | 10.0000 | 0.00000 | 1.00000 | 0.40000 | 5.40000 | 1.80000 | 7.20000 | 281.200 | 22.4000 | 
 4 -> | 2007.00 | 10.0000 | 1.00000 | 1.00000 | 1.00000 | 3.00000 | 14.0000 | 6.00000 | 153.000 | 347.000 | 
 5 -> | 1999.69 | 7.04153 | 0.10254 | 0.91228 | 0.03923 | 2.85886 | 7.76749 | 5.80500 | 2.15344 | 4.11093 | 
