Gen  0|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 3 -> | 1980.96 | 5.33054 | 0.09646 | 0.89487 | 0.00000 | 3.05921 | 6.04549 | 5.98253 | 0.89617 | 1.39783 | 
 4 -> | 1984.31 | 6.88550 | 0.00000 | 1.00000 | 0.00763 | 3.00000 | 6.51908 | 5.90840 | 11.8015 | 35.0076 | 
 5 -> | 2010.74 | 7.95420 | 0.10400 | 0.91577 | 0.08736 | 2.84977 | 8.26266 | 5.78468 | 3.08306 | 6.93830 | 

Gen  3|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 1990.48 | 6.42688 | 0.11482 | 0.89300 | 0.00030 | 2.71083 | 7.37428 | 5.76553 | 1.21239 | 0.39777 | 
 1 -> | 1990.40 | 6.47797 | 0.02542 | 0.98305 | 0.00000 | 2.47966 | 7.99661 | 5.47627 | 9.03898 | 8.70339 | 
 2 -> | 2003.00 | 6.57616 | 0.26490 | 0.82781 | 0.00993 | 3.86093 | 6.50331 | 6.27815 | 0.35762 | 0.00000 | 
 3 -> | 1978.44 | 5.31944 | 0.09156 | 0.88914 | 0.00000 | 3.30507 | 6.00513 | 6.11599 | 0.53849 | 0.76021 | 
 4 -> | 1985.20 | 6.89947 | 0.00000 | 1.00000 | 0.01058 | 2.90476 | 7.27513 | 5.87302 | 7.84127 | 26.3439 | 
 5 -> | 2010.62 | 7.93083 | 0.10620 | 0.91746 | 0.08618 | 2.86088 | 8.22644 | 5.79800 | 3.05856 | 6.40233 | 

Gen  4|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 1990.15 | 6.32000 | 0.12813 | 0.89273 | 0.00038 | 2.77317 | 7.34019 | 5.81985 | 0.84100 | 0.47280 | 
 1 -> | 1990.25 | 5.85222 | 0.04161 | 0.97704 | 0.00000 | 2.18938 | 8.35294 | 5.24677 | 11.4964 | 4.25395 | 
 2 -> | 2003.00 | 6.57616 | 0.26490 | 0.82781 | 0.00993 | 3.86093 | 6.50331 | 6.27815 | 0.35762 | 0.00000 | 
 3 -> | 1976.78 | 5.37156 | 0.07431 | 0.88011 | 0.00000 | 3.29923 | 5.64379 | 6.10874 | 0.38667 | 0.47213 | 
 4 -> | 1985.66 | 6.74641 | 0.00000 | 1.00000 | 0.00000 | 2.81818 | 8.52632 | 5.79665 | 7.97847 | 21.5742 | 
 5 -> | 2010.65 | 7.93643 | 0.10692 | 0.91731 | 0.08472 | 2.85166 | 8.26574 | 5.78715 | 2.95217 | 6.09077 | 

Gen  5|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 1990.18 | 6.29903 | 0.13007 | 0.89241 | 0.00057 | 2.77978 | 7.35163 | 5.82333 | 0.71803 | 0.56585 | 
 1 -> | 1990.39 | 6.12855 | 0.04841 | 0.97663 | 0.00000 | 2.11853 | 8.63773 | 5.18531 | 10.9783 | 1.38731 | 
 2 -> | 2003.00 | 6.57616 | 0.26490 | 0.82781 | 0.00993 | 3.86093 | 6.50331 | 6.27815 | 0.35762 | 0.00000 | 
 3 -> | 1976.86 | 5.41612 | 0.07280 | 0.87960 | 0.00000 | 3.35516 | 5.51184 | 6.13678 | 0.32191 | 0.34081 | 
 4 -> | 1985.89 | 6.56743 | 0.01401 | 0.99650 | 0.00000 | 2.87566 | 8.82312 | 5.77058 | 9.95096 | 16.8546 | 
 5 -> | 2010.69 | 7.95273 | 0.10887 | 0.92128 | 0.08445 | 2.84219 | 8.27787 | 5.78534 | 2.81278 | 5.93112 | 

Gen  6|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 1990.21 | 6.22278 | 0.13261 | 0.89420 | 0.00029 | 2.78185 | 7.30302 | 5.82959 | 0.67885 | 0.59263 | 
 1 -> | 1990.35 | 6.15902 | 0.05657 | 0.97401 | 0.00000 | 2.16972 | 9.16514 | 5.22630 | 9.43578 | 0.99694 | 
 2 -> | 2003.00 | 6.57616 | 0.26490 | 0.82781 | 0.00993 | 3.86093 | 6.50331 | 6.27815 | 0.35762 | 0.00000 | 
 3 -> | 1976.75 | 5.36225 | 0.06863 | 0.87843 | 0.00000 | 3.38064 | 5.55392 | 6.14093 | 0.30931 | 0.32868 | 
 4 -> | 1986.25 | 6.62397 | 0.00985 | 0.99179 | 0.00000 | 2.82430 | 8.71429 | 5.73235 | 11.0509 | 15.8210 | 
 5 -> | 2010.67 | 7.97721 | 0.10921 | 0.91908 | 0.08322 | 2.83831 | 8.29301 | 5.78948 | 2.89916 | 5.90517 | 

Gen  7|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 1990.19 | 6.23315 | 0.13149 | 0.89117 | 0.00048 | 2.80025 | 7.27711 | 5.83007 | 0.65289 | 0.59198 | 
 1 -> | 1990.42 | 6.10853 | 0.06047 | 0.97209 | 0.00000 | 2.16434 | 8.74729 | 5.22326 | 9.03256 | 0.98760 | 
 2 -> | 2003.00 | 6.57616 | 0.26490 | 0.82781 | 0.00993 | 3.86093 | 6.50331 | 6.27815 | 0.35762 | 0.00000 | 
 3 -> | 1976.83 | 5.37437 | 0.07386 | 0.88800 | 0.00000 | 3.42095 | 5.55346 | 6.16124 | 0.31040 | 0.33068 | 
 4 -> | 1986.17 | 6.39623 | 0.02044 | 0.99371 | 0.00000 | 2.80975 | 8.58805 | 5.69811 | 11.3097 | 15.2940 | 
 5 -> | 2010.63 | 7.98130 | 0.10781 | 0.91859 | 0.08287 | 2.83415 | 8.30164 | 5.78705 | 2.82849 | 5.83671 | 

Gen  8|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 1990.15 | 6.26449 | 0.12994 | 0.89030 | 0.00000 | 2.81330 | 7.33353 | 5.84600 | 0.60018 | 0.61569 | 
 1 -> | 1990.63 | 6.11664 | 0.04587 | 0.97248 | 0.01048 | 2.06815 | 8.48362 | 5.19790 | 8.51507 | 0.87418 | 
 2 -> | 2003.00 | 6.57616 | 0.26490 | 0.82781 | 0.00993 | 3.86093 | 6.50331 | 6.27815 | 0.35762 | 0.00000 | 
 3 -> | 1976.84 | 5.41698 | 0.06744 | 0.88442 | 0.00000 | 3.42047 | 5.64558 | 6.14209 | 0.32233 | 0.29814 | 
 4 -> | 1986.56 | 6.43431 | 0.02628 | 0.99073 | 0.00000 | 2.81144 | 8.46522 | 5.68624 | 11.1484 | 15.8114 | 
 5 -> | 2010.65 | 7.99430 | 0.11008 | 0.92110 | 0.08433 | 2.84179 | 8.24112 | 5.79244 | 2.70611 | 5.97488 | 

Gen  9|   year  | region  | multiple| success | suicide | attack  | target  | weapon  |  kills  |  wound  |
 0 -> | 1990.18 | 6.29522 | 0.13120 | 0.89062 | 0.00000 | 2.82020 | 7.24856 | 5.84591 | 0.59453 | 0.60699 | 
 1 -> | 1990.51 | 6.04042 | 0.03390 | 0.97784 | 0.00261 | 2.11473 | 8.02086 | 5.21773 | 8.28422 | 0.87353 | 
 2 -> | 2003.00 | 6.57616 | 0.26490 | 0.82781 | 0.00993 | 3.86093 | 6.50331 | 6.27815 | 0.35762 | 0.00000 | 
 3 -> | 1976.86 | 5.41208 | 0.06656 | 0.87916 | 0.00000 | 3.38848 | 5.61246 | 6.12981 | 0.30942 | 0.27685 | 
 4 -> | 1986.90 | 6.45469 | 0.01908 | 0.98887 | 0.00000 | 2.80763 | 8.37361 | 5.66296 | 10.8998 | 15.4801 | 
 5 -> | 2010.68 | 8.00771 | 0.11161 | 0.92065 | 0.08431 | 2.84642 | 8.31804 | 5.79869 | 2.72034 | 5.80798 | 
